ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000096
ref_EMBL_files	DQ234790.embl
ref_bases	9056
ref_sequences	1
ref_bases_assembled	9010
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	104033
assembly_bases_in_ref	19072
assembly_contigs	198
assembly_contigs_hit_ref	30
assembly_bases_reads_disagree	113
assembly_sum_longest_match_each_segment	9193
cds_number	9
cds_assembled	8
cds_assembled_ok	1
gage_Missing_Reference_Bases	424
gage_Missing_Assembly_Bases	90091
gage_Missing_Assembly_Contigs	179
gage_Duplicated_Reference_Bases	4829
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	2324
gage_Avg_Idy	92.23
gage_SNPs	613
gage_Indels_<_5bp	52
gage_Indels_>=_5	3
gage_Inversions	0
gage_Relocation	1
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
